scaled_features,Exited
"[-1.0652794878379066,-1.0189022035876123,-0.7671654625892297,-0.3016242742552379,1.1647012176338718,-1.3342758555096281,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,-0.15189797699977112]",0
"[-1.0652794878379066,-1.0189022035876123,1.082306839931023,-0.7012376825737624,0.06283022793781484,0.03396102401954587,-0.7320491812025733,0.7748578372390554,1.3051274493010556,0.6318326798128923]",0
"[1.0732410343916199,0.3022212908102134,-1.763035163946289,-1.3006577950515492,0.7974108877351862,0.9335852979892912,1.0097682876139518,0.7748578372390554,-0.7661605604670605,0.10859500600825969]",0
"[-1.0652794878379066,0.3022212908102134,0.6664491624412621,1.6964427673373845,0.7974108877351862,1.4363032266741589,1.0097682876139518,-1.2904782399831956,1.3051274493010556,-1.5598698768275914]",0
"[1.0732410343916199,1.623344785208039,-0.3294205389157971,-0.0019142180163445482,1.1647012176338718,-1.3342758555096281,2.751585756430477,0.7748578372390554,1.3051274493010556,-0.35801040646936844]",1
"[-1.0652794878379066,-1.0189022035876123,1.3558974172269183,2.2958628798151715,-1.039040761758242,1.0367136478692691,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,1.4837247506959657]",0
"[-1.0652794878379066,1.623344785208039,0.08643713857396386,3.394799752691114,0.7974108877351862,0.7223098521947883,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,-0.15345842418386427]",0
"[1.0732410343916199,-1.0189022035876123,-0.7671654625892297,-1.5004644992108114,1.8992818774312432,1.312031810991395,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-1.4219025760908552]",0
"[-1.0652794878379066,-1.0189022035876123,-1.1720795169871547,-1.200754442971918,1.5319915475325574,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-1.5971579291186107]",0
"[1.0732410343916199,-1.0189022035876123,0.6555055393494262,-0.9010443867330247,-1.039040761758242,0.09593875088888462,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.6591586099789273]",0
"[-1.0652794878379066,1.623344785208039,-0.3513077850994687,1.996152823576278,-0.6717504318595564,0.5201104946776572,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-1.0811055541385683]",0
"[-1.0652794878379066,0.3022212908102134,-0.8875453165994236,0.19789248614291768,0.06283022793781484,0.09264476618829341,4.493403225247002,0.7748578372390554,1.3051274493010556,0.11476108524985645]",1
"[1.0732410343916199,-1.0189022035876123,1.3121229248595752,3.194993048531851,-1.4063310916569278,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-1.225544544068355]",0
"[-1.0652794878379066,0.3022212908102134,-0.44980039292599105,-1.5004644992108114,-1.4063310916569278,0.402683889625882,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,-1.6193120518749031]",0
"[-1.0652794878379066,1.623344785208039,-1.5988808175687517,-1.0009477388126558,-0.3044601019608708,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,-1.3666907773443304]",0
"[1.0732410343916199,0.3022212908102134,-0.44980039292599105,-0.3016242742552379,1.1647012176338718,0.3538975739221493,1.0097682876139518,0.7748578372390554,1.3051274493010556,0.6331971832015806]",0
"[-1.0652794878379066,0.3022212908102134,0.8962652473698142,-0.40152762633486905,-0.6717504318595564,0.5693220560700546,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,1.2506278634040489]",1
"[1.0732410343916199,0.3022212908102134,2.1985563952982763,-0.10181757009597567,-0.3044601019608708,0.2616656765716329,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,0.1067157820040563]",0
"[1.0732410343916199,0.3022212908102134,-0.6358419854872,-0.7012376825737624,-0.3044601019608708,1.1190758061416235,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-0.48953858868815253]",0
"[-1.0652794878379066,1.623344785208039,-0.7671654625892297,-0.40152762633486905,-0.3044601019608708,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,-1.1830204092587555]",0
"[-1.0652794878379066,-1.0189022035876123,-0.865658070415752,-0.2017209221756068,1.8992818774312432,0.7776999353969076,1.0097682876139518,0.7748578372390554,-0.7661605604670605,-0.346131985210016]",0
"[1.0732410343916199,-1.0189022035876123,0.6555055393494262,-0.40152762633486905,1.5319915475325574,-1.3342758555096281,1.0097682876139518,0.7748578372390554,-0.7661605604670605,-1.4517811462935764]",0
"[-1.0652794878379066,-1.0189022035876123,-0.4169695236504836,1.196926006939229,-0.6717504318595564,0.026775169929321573,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,-1.7202830504103295]",0
"[-1.0652794878379066,1.623344785208039,1.37778466341059,0.6974092465410733,-0.3044601019608708,1.567116520402344,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,-0.8725286680026307]",1
"[-1.0652794878379066,0.3022212908102134,0.546069308431068,-0.5014309784145001,0.4301205578365005,1.062112102164369,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-1.1580506555891863]",0
"[-1.0652794878379066,-1.0189022035876123,-0.3403641620076329,-0.40152762633486905,0.06283022793781484,-1.3342758555096281,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,1.354353336212807]",1
"[-1.0652794878379066,-1.0189022035876123,0.6007874238902472,-0.5014309784145001,-0.6717504318595564,0.5284404893128335,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,-0.5842076813368915]",0
"[1.0732410343916199,0.3022212908102134,2.034402048920739,0.5975058944614422,0.06283022793781484,0.42939896059932947,1.0097682876139518,0.7748578372390554,1.3051274493010556,-0.9471789228449994]",1
"[-1.0652794878379066,0.3022212908102134,0.7102236548086053,-0.2017209221756068,-0.6717504318595564,1.1068964503989827,1.0097682876139518,0.7748578372390554,-0.7661605604670605,-0.6355605480773662]",0
"[1.0732410343916199,1.623344785208039,-0.745278216405558,0.19789248614291768,-0.3044601019608708,1.4372787998932708,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,-0.005115977442175297]",0
"[-1.0652794878379066,-1.0189022035876123,-0.6248983623953641,-1.4005611471311803,-0.6717504318595564,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,-1.4013302100560872]",0
"[-1.0652794878379066,-1.0189022035876123,-1.0735869091606325,0.19789248614291768,0.7974108877351862,-1.3342758555096281,1.0097682876139518,0.7748578372390554,-0.7661605604670605,1.3489519748429304]",0
"[1.0732410343916199,0.3022212908102134,0.4366330775127099,-1.3006577950515492,-1.039040761758242,-0.27876231013994357,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,-0.3801096095235008]",0
"[1.0732410343916199,-1.0189022035876123,-0.4935748852933343,1.4966360631781224,-1.7736214215556134,-0.31256812088642627,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,0.42312845619718226]",0
"[1.0732410343916199,-1.0189022035876123,-1.4785009635585575,-0.0019142180163445482,0.7974108877351862,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,-1.676604389117462]",0
"[-1.0652794878379066,-1.0189022035876123,0.5351256853392322,-1.200754442971918,0.06283022793781484,0.21568930489950963,-0.7320491812025733,0.7748578372390554,1.3051274493010556,0.9042158649627577]",0
"[1.0732410343916199,0.3022212908102134,-0.745278216405558,1.29682935901886,-1.039040761758242,1.1495920295960151,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,1.5084148816548515]",1
"[-1.0652794878379066,0.3022212908102134,-0.8328272011402446,-1.0009477388126558,-1.7736214215556134,0.8586334245076511,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-0.5223405502292093]",0
"[1.0732410343916199,1.623344785208039,-2.1898364645278856,-0.8011410346533935,1.1647012176338718,-1.3342758555096281,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,0.9747220211436952]",0
"[1.0732410343916199,0.3022212908102134,2.1985563952982763,-1.0009477388126558,-0.6717504318595564,-0.4988745926160127,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,-1.126055511249897]",0
"[-1.0652794878379066,-1.0189022035876123,-0.4060259005586478,-0.0019142180163445482,0.06283022793781484,-1.3342758555096281,2.751585756430477,-1.2904782399831956,-0.7661605604670605,0.8788001702415776]",0
"[-1.0652794878379066,1.623344785208039,0.44757670060454574,0.7973125986207045,1.1647012176338718,0.5651233452872985,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,-0.8579259176692396]",0
"[1.0732410343916199,1.623344785208039,-0.5482930007525134,0.7973125986207045,-1.039040761758242,-1.3342758555096281,1.0097682876139518,0.7748578372390554,-0.7661605604670605,0.1846690151482721]",0
"[-1.0652794878379066,-1.0189022035876123,-1.6535989330279306,-0.8011410346533935,-1.4063310916569278,1.8923447814004681,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-0.5347648767930002]",0
"[1.0732410343916199,-1.0189022035876123,-1.6645425561197664,-1.200754442971918,-0.3044601019608708,0.06062788636647287,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,-0.6461865575798839]",1
"[-1.0652794878379066,1.623344785208039,1.6732624868901569,0.9971193027799666,0.7974108877351862,-1.3342758555096281,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,-1.0338682000946782]",0
"[-1.0652794878379066,-1.0189022035876123,-0.055829961619901725,-0.8011410346533935,1.5319915475325574,0.9659756317996635,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-0.08416864411922743]",0
"[-1.0652794878379066,-1.0189022035876123,0.7102236548086053,-0.7012376825737624,1.8992818774312432,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,-0.35164509171520264]",0
"[1.0732410343916199,-1.0189022035876123,0.44757670060454574,-0.10181757009597567,1.5319915475325574,-0.06974420070886177,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,1.5335984236918205]",1
"[-1.0652794878379066,1.623344785208039,-1.3909519788238711,-1.1008510908922868,-0.6717504318595564,-1.3342758555096281,1.0097682876139518,0.7748578372390554,-0.7661605604670605,0.7789161313634182]",0
"[1.0732410343916199,0.3022212908102134,-1.6098244406605875,-0.10181757009597567,0.7974108877351862,0.5762237072775824,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,1.6588002720175938]",0
"[1.0732410343916199,1.623344785208039,0.8853216242779783,2.096056175655909,-1.039040761758242,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,1.0803378058460515]",0
"[-1.0652794878379066,0.3022212908102134,-0.6467856085790357,-0.5014309784145001,0.4301205578365005,0.16964908937064316,1.0097682876139518,0.7748578372390554,1.3051274493010556,1.284397936287918]",0
"[-1.0652794878379066,0.3022212908102134,-2.0913438567013634,-0.6013343304941313,1.5319915475325574,1.0562941678516609,1.0097682876139518,0.7748578372390554,1.3051274493010556,-1.6814600184311714]",0
"[-1.0652794878379066,1.623344785208039,-1.0516996629769608,-0.0019142180163445482,0.4301205578365005,1.0268808795959046,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-1.4065403053338974]",0
"[-1.0652794878379066,-1.0189022035876123,-1.8615277717728111,0.5975058944614422,-1.4063310916569278,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-0.09113703610752541]",0
"[-1.0652794878379066,-1.0189022035876123,0.4804075698800532,-1.0009477388126558,-1.039040761758242,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,0.12522372163206777]",0
"[-1.0652794878379066,1.623344785208039,0.6336182931657546,0.19789248614291768,1.8992818774312432,-1.3342758555096281,1.0097682876139518,0.7748578372390554,-0.7661605604670605,0.30902090745259947]",0
"[-1.0652794878379066,1.623344785208039,-0.14337894635458823,-0.40152762633486905,-1.4063310916569278,0.540929943788227,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-0.8324112981848626]",0
"[-1.0652794878379066,-1.0189022035876123,1.727980602349336,-0.8011410346533935,1.8992818774312432,0.32620139225221934,1.0097682876139518,0.7748578372390554,-0.7661605604670605,1.3447934965749397]",0
"[1.0732410343916199,-1.0189022035876123,-1.4894445866503934,0.39769919030217993,-1.7736214215556134,1.34732117707225,2.751585756430477,0.7748578372390554,-0.7661605604670605,-0.8769099435481549]",1
"[-1.0652794878379066,-1.0189022035876123,-0.7343345933137222,-1.0009477388126558,-1.039040761758242,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,-1.1570262385580388]",0
"[-1.0652794878379066,-1.0189022035876123,0.491351192971889,-0.9010443867330247,-1.7736214215556134,0.16339173994188108,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-0.702859705499033]",0
"[-1.0652794878379066,-1.0189022035876123,1.3996719095942616,-0.2017209221756068,1.1647012176338718,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,-1.4192116839332736]",0
"[-1.0652794878379066,0.3022212908102134,-0.5592366238443492,-0.9010443867330247,1.5319915475325574,0.6842747116730299,1.0097682876139518,0.7748578372390554,-0.7661605604670605,1.7041237524029211]",0
"[-1.0652794878379066,0.3022212908102134,1.2355175632167243,0.49760254238181106,0.4301205578365005,0.6783002621911121,2.751585756430477,-1.2904782399831956,1.3051274493010556,-0.753927059087583]",1
"[1.0732410343916199,-1.0189022035876123,-0.6686728547627073,-0.7012376825737624,-0.6717504318595564,0.632797019100211,-0.7320491812025733,0.7748578372390554,1.3051274493010556,0.5405034673478935]",0
"[-1.0652794878379066,0.3022212908102134,0.15209887712497874,0.09798913406328658,0.06283022793781484,0.13557894551320554,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-0.3700858110137563]",0
"[-1.0652794878379066,-1.0189022035876123,1.3996719095942616,-0.5014309784145001,0.7974108877351862,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.10292718879635643]",0
"[-1.0652794878379066,-1.0189022035876123,-0.6248983623953641,2.995186344372589,-0.3044601019608708,-1.3342758555096281,1.0097682876139518,-1.2904782399831956,1.3051274493010556,-1.4469310609245642]",0
"[-1.0652794878379066,0.3022212908102134,-0.19809706181376732,0.6974092465410733,-1.4063310916569278,0.39857149834331446,-0.7320491812025733,0.7748578372390554,1.3051274493010556,0.8684953630349754]",1
"[1.0732410343916199,0.3022212908102134,0.8306035088187993,0.5975058944614422,-1.4063310916569278,0.37399405650189466,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,-0.24096681926260857]",1
"[-1.0652794878379066,-1.0189022035876123,2.1985563952982763,-0.7012376825737624,-1.039040761758242,-0.16033537608787002,-0.7320491812025733,0.7748578372390554,1.3051274493010556,0.26397167908153]",0
"[-1.0652794878379066,-1.0189022035876123,-1.1939667631708264,-0.40152762633486905,0.4301205578365005,-1.3342758555096281,1.0097682876139518,0.7748578372390554,-0.7661605604670605,0.718418527844307]",0
"[-1.0652794878379066,1.623344785208039,0.27247873113517274,-0.5014309784145001,-1.039040761758242,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,1.425068429809534]",0
"[-1.0652794878379066,-1.0189022035876123,-1.0516996629769608,-0.3016242742552379,-0.6717504318595564,0.29186430941212316,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,1.5139193257464483]",0
"[1.0732410343916199,-1.0189022035876123,-0.20904068490560312,-1.3006577950515492,-1.4063310916569278,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,0.5671535560056411]",0
"[-1.0652794878379066,-1.0189022035876123,-2.0037948719666767,-1.5004644992108114,-0.6717504318595564,1.2197342782473386,-0.7320491812025733,0.7748578372390554,1.3051274493010556,0.6400617994750711]",0
"[-1.0652794878379066,-1.0189022035876123,-0.39508227746681196,0.5975058944614422,0.4301205578365005,1.044147874106262,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-0.4051441580467229]",0
"[-1.0652794878379066,-1.0189022035876123,-0.9969815475177818,-1.4005611471311803,-1.4063310916569278,1.1459177504936504,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,1.43345329966806]",0
"[1.0732410343916199,0.3022212908102134,1.37778466341059,-0.8011410346533935,-1.4063310916569278,0.6021653229559444,1.0097682876139518,0.7748578372390554,1.3051274493010556,-1.2849636770955177]",0
"[-1.0652794878379066,0.3022212908102134,0.5351256853392322,1.0970226548595978,1.1647012176338718,0.24197342983994025,-0.7320491812025733,0.7748578372390554,1.3051274493010556,0.9154853185467364]",0
"[-1.0652794878379066,0.3022212908102134,-0.44980039292599105,-0.8011410346533935,-1.4063310916569278,0.3395515987247761,1.0097682876139518,0.7748578372390554,-0.7661605604670605,-0.5167257469884767]",0
"[1.0732410343916199,1.623344785208039,0.22870423876782944,-2.0998846116885983,-0.3044601019608708,-1.3342758555096281,1.0097682876139518,0.7748578372390554,-0.7661605604670605,0.33312043505292277]",0
"[-1.0652794878379066,1.623344785208039,-0.6358419854872,-0.2017209221756068,1.1647012176338718,-1.3342758555096281,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,-1.0072494693741263]",0
"[-1.0652794878379066,-1.0189022035876123,-0.1762098156300957,-0.10181757009597567,-0.3044601019608708,1.1181425783376984,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,-1.1410252014229583]",1
"[1.0732410343916199,-1.0189022035876123,0.31625322350251595,0.49760254238181106,-1.4063310916569278,-1.3342758555096281,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,-0.3192121489930774]",0
"[-1.0652794878379066,-1.0189022035876123,-0.6467856085790357,0.5975058944614422,-0.6717504318595564,-1.3342758555096281,1.0097682876139518,0.7748578372390554,-0.7661605604670605,1.2342758252703034]",0
"[1.0732410343916199,-1.0189022035876123,0.6117310469820829,0.6974092465410733,-1.7736214215556134,-1.3342758555096281,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,0.8530968833892112]",0
"[-1.0652794878379066,-1.0189022035876123,-0.44980039292599105,0.09798913406328658,1.8992818774312432,1.3293821933962742,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-1.0683262418658614]",0
"[1.0732410343916199,-1.0189022035876123,0.3600277158698592,-0.40152762633486905,1.1647012176338718,1.0856037098402094,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-1.13221448731235]",0
"[-1.0652794878379066,0.3022212908102134,-0.5811238700280208,-0.9010443867330247,-0.6717504318595564,0.24079557582982045,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,-1.0177114127632503]",0
"[1.0732410343916199,0.3022212908102134,-2.7807921114870195,-0.7012376825737624,0.06283022793781484,0.39230291109282966,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-1.4406416289134465]",1
"[-1.0652794878379066,0.3022212908102134,-0.7781090856810655,-0.40152762633486905,-1.4063310916569278,0.8750290806670487,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,1.7133712254067341]",0
"[-1.0652794878379066,0.3022212908102134,-1.1173614015279758,1.396732711098491,-0.3044601019608708,0.47945580162564855,2.751585756430477,0.7748578372390554,-0.7661605604670605,-1.4485121246530017]",1
"[-1.0652794878379066,-1.0189022035876123,-0.4388567698341552,-0.40152762633486905,-1.4063310916569278,-0.6934784855844777,-0.7320491812025733,0.7748578372390554,1.3051274493010556,1.347188480684289]",1
"[-1.0652794878379066,0.3022212908102134,1.366841040318754,-0.5014309784145001,1.5319915475325574,0.7961833833919977,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.8967150810352214]",0
"[1.0732410343916199,-1.0189022035876123,0.6883364086249336,-1.4005611471311803,-1.039040761758242,0.8320098847777999,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.45525890743674635]",0
"[1.0732410343916199,0.3022212908102134,-0.7015037240382148,-1.3006577950515492,1.5319915475325574,0.8699249923342016,1.0097682876139518,0.7748578372390554,1.3051274493010556,-1.0420139873381218]",0
"[1.0732410343916199,-1.0189022035876123,0.1849297464004862,-0.9010443867330247,1.8992818774312432,0.4985732907796708,1.0097682876139518,0.7748578372390554,1.3051274493010556,-1.1465705321066995]",0
"[1.0732410343916199,1.623344785208039,0.6445619162575904,-0.6013343304941313,1.1647012176338718,0.6619959744083291,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,1.7060547776403923]",0
"[-1.0652794878379066,-1.0189022035876123,-1.4894445866503934,0.2977958382225488,-1.4063310916569278,-0.2990604220427709,1.0097682876139518,-1.2904782399831956,1.3051274493010556,-0.829886724368208]",1
"[-1.0652794878379066,-1.0189022035876123,-2.233610956895229,-0.40152762633486905,-0.6717504318595564,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,1.3769958458473008]",0
"[-1.0652794878379066,0.3022212908102134,0.44757670060454574,0.2977958382225488,1.5319915475325574,0.3003977249071778,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,-1.12938794175795]",0
"[-1.0652794878379066,-1.0189022035876123,2.1985563952982763,-0.40152762633486905,0.4301205578365005,-1.3342758555096281,1.0097682876139518,0.7748578372390554,-0.7661605604670605,0.151763797637223]",0
"[1.0732410343916199,1.623344785208039,-1.2267976324463339,-0.8011410346533935,0.7974108877351862,0.8820506019729516,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-0.6546147395063598]",0
"[-1.0652794878379066,0.3022212908102134,0.6117310469820829,0.6974092465410733,1.5319915475325574,0.525162791310391,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,1.2602405437648145]",1
"[1.0732410343916199,-1.0189022035876123,0.22870423876782944,0.39769919030217993,0.06283022793781484,-0.5543886175910443,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-0.8002524342287235]",0
"[1.0732410343916199,1.623344785208039,0.03171902311478479,-0.5014309784145001,-1.4063310916569278,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,-1.4072703735512582]",0
"[-1.0652794878379066,1.623344785208039,0.5132384391555607,-1.7002712033700735,1.5319915475325574,-1.3342758555096281,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,-1.553132598033873]",0
"[-1.0652794878379066,-1.0189022035876123,1.0713632168391871,0.7973125986207045,0.4301205578365005,1.9703707691576915,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-1.4419903667094014]",1
"[1.0732410343916199,-1.0189022035876123,-1.511331832834065,0.49760254238181106,-1.4063310916569278,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,1.3051274493010556,0.2641717808354579]",1
"[-1.0652794878379066,1.623344785208039,1.027588724471844,0.19789248614291768,-1.039040761758242,1.3010288434560404,1.0097682876139518,-1.2904782399831956,1.3051274493010556,-0.1265138134640586]",1
"[-1.0652794878379066,0.3022212908102134,-1.281515747905513,1.0970226548595978,-0.6717504318595564,0.47015951718930526,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.8345967399334306]",1
"[1.0732410343916199,1.623344785208039,-0.07771720780357336,-0.8011410346533935,1.5319915475325574,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,0.8652680942279044]",0
"[1.0732410343916199,0.3022212908102134,-1.040756039885125,1.29682935901886,0.4301205578365005,0.43698400166118034,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-1.0328541779598388]",1
"[1.0732410343916199,1.623344785208039,-0.4935748852933343,-0.7012376825737624,-0.6717504318595564,-1.3342758555096281,1.0097682876139518,0.7748578372390554,-0.7661605604670605,-1.0731624673731295]",0
"[1.0732410343916199,-1.0189022035876123,-0.5154621314770059,3.09508969645222,-0.6717504318595564,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,1.2253736360721854]",0
"[1.0732410343916199,1.623344785208039,1.1807994477575454,1.396732711098491,1.5319915475325574,0.5760580715574094,4.493403225247002,0.7748578372390554,-0.7661605604670605,-0.10990606088113804]",1
"[-1.0652794878379066,0.3022212908102134,-1.7302042946707814,-1.5004644992108114,-0.3044601019608708,0.3310575970392417,-0.7320491812025733,0.7748578372390554,1.3051274493010556,0.786020003500263]",0
"[-1.0652794878379066,-1.0189022035876123,2.1985563952982763,-1.0009477388126558,-0.3044601019608708,-1.3342758555096281,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,0.8968536796526605]",0
"[-1.0652794878379066,-1.0189022035876123,-1.401895601915707,-1.900077907529336,0.06283022793781484,-1.3342758555096281,1.0097682876139518,0.7748578372390554,1.3051274493010556,-0.012177057255885816]",0
"[-1.0652794878379066,-1.0189022035876123,0.841547131910635,-0.40152762633486905,-1.039040761758242,0.8165116256864003,1.0097682876139518,0.7748578372390554,-0.7661605604670605,-1.1397542521010409]",0
"[-1.0652794878379066,-1.0189022035876123,-0.5811238700280208,-0.8011410346533935,1.1647012176338718,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.35789597740980544]",1
"[1.0732410343916199,0.3022212908102134,2.1985563952982763,-0.6013343304941313,0.7974108877351862,0.5270526997635756,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,0.5046596126505903]",0
"[1.0732410343916199,-1.0189022035876123,-0.13243532326275242,-0.0019142180163445482,1.5319915475325574,-1.3342758555096281,1.0097682876139518,0.7748578372390554,-0.7661605604670605,0.778682419444761]",0
"[-1.0652794878379066,1.623344785208039,0.44757670060454574,-0.9010443867330247,-1.039040761758242,-0.09505389249905095,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,0.8886136453493583]",0
"[-1.0652794878379066,-1.0189022035876123,0.4366330775127099,-0.10181757009597567,1.1647012176338718,1.2760302276004931,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-0.8814019247393584]",0
"[-1.0652794878379066,1.623344785208039,-0.1762098156300957,2.19595952773554,-0.3044601019608708,0.5314077628485602,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-0.46214041399277705]",1
"[1.0732410343916199,-1.0189022035876123,-1.0298124167932892,-1.4005611471311803,1.1647012176338718,0.3269701244048418,-0.7320491812025733,0.7748578372390554,1.3051274493010556,0.28110714590035035]",0
"[-1.0652794878379066,1.623344785208039,-0.9422634320586027,-1.7002712033700735,0.7974108877351862,-1.3342758555096281,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,-1.458954144490869]",0
"[1.0732410343916199,-1.0189022035876123,-1.697373425395274,-0.8011410346533935,-1.4063310916569278,0.9108943443944449,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,-0.1777088510289243]",0
"[-1.0652794878379066,-1.0189022035876123,-1.2596285017218414,-1.4005611471311803,1.5319915475325574,-1.3342758555096281,1.0097682876139518,0.7748578372390554,-0.7661605604670605,1.0535714675979269]",0
"[-1.0652794878379066,0.3022212908102134,0.5132384391555607,0.09798913406328658,0.7974108877351862,1.309358349490272,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.3556886211788148]",0
"[1.0732410343916199,1.623344785208039,-1.2486848786300055,0.8972159507003356,-1.4063310916569278,0.9506270474642508,2.751585756430477,-1.2904782399831956,-0.7661605604670605,-0.53707133103546]",1
"[-1.0652794878379066,-1.0189022035876123,-0.5373493776606776,-0.7012376825737624,-1.7736214215556134,-1.3342758555096281,1.0097682876139518,-1.2904782399831956,1.3051274493010556,-1.6766116655448775]",0
"[1.0732410343916199,-1.0189022035876123,1.727980602349336,-0.7012376825737624,-1.4063310916569278,-1.3342758555096281,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,0.2411063721695029]",0
"[1.0732410343916199,-1.0189022035876123,0.7102236548086053,1.0970226548595978,-1.039040761758242,-1.3342758555096281,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,0.753868415971539]",1
"[-1.0652794878379066,-1.0189022035876123,-0.6467856085790357,-1.7002712033700735,0.7974108877351862,0.7248764729560548,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-0.7233151289503367]",0
"[1.0732410343916199,-1.0189022035876123,-0.3841386543749762,-0.0019142180163445482,-0.6717504318595564,0.6767248498791802,-0.7320491812025733,0.7748578372390554,1.3051274493010556,1.363398108738615]",0
