Sex,Region,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1.0,0.0,661.0,31,3,133964.3,1,1,1,166187.1,0
0.0,2.0,619.0,34,1,0.0,1,1,0,139919.38,0
1.0,0.0,562.0,27,3,0.0,2,1,0,28137.03,0
0.0,0.0,633.0,61,3,157201.48,1,0,1,50368.63,0
1.0,2.0,551.0,48,5,95679.29,1,0,0,94978.1,0
1.0,1.0,720.0,29,7,106230.92,1,1,1,69903.93,1
1.0,0.0,688.0,32,5,0.0,2,0,1,177607.77,0
1.0,1.0,635.0,36,9,81231.85,2,1,0,196731.08,0
1.0,0.0,561.0,31,1,81480.27,2,1,1,65234.6,0
0.0,0.0,850.0,33,8,73059.38,1,1,1,186281.0,0
0.0,0.0,636.0,36,5,117559.05,2,1,1,111573.3,0
1.0,1.0,461.0,74,1,186445.31,2,1,1,196767.83,0
1.0,1.0,771.0,38,5,137657.71,2,1,0,72985.61,0
0.0,0.0,713.0,36,8,133889.35,1,1,1,143265.65,0
1.0,1.0,658.0,45,9,134562.8,1,1,1,159268.67,0
1.0,1.0,586.0,56,9,100781.75,2,1,1,54448.41,0
0.0,0.0,737.0,30,8,174356.13,1,0,0,31928.5,0
0.0,1.0,742.0,27,5,190125.43,2,0,0,21793.59,0
0.0,0.0,824.0,26,7,146266.0,1,1,0,21903.62,1
0.0,1.0,701.0,41,9,164046.1,1,1,0,49405.93,0
1.0,2.0,623.0,43,4,123536.52,2,0,0,154908.52,0
0.0,0.0,744.0,36,10,0.0,2,1,1,182867.84,0
1.0,2.0,698.0,38,1,171848.38,1,0,0,16957.45,0
0.0,0.0,616.0,40,9,0.0,2,0,0,93717.55,0
1.0,0.0,662.0,39,5,139562.05,2,1,0,61636.22,0
0.0,0.0,594.0,37,2,0.0,2,0,1,95864.5,0
0.0,0.0,685.0,40,2,168001.34,2,1,1,167400.29,0
0.0,0.0,742.0,27,0,0.0,2,0,1,131534.96,0
0.0,1.0,678.0,83,6,123356.63,1,0,1,92934.41,0
0.0,2.0,651.0,47,2,0.0,2,1,1,119808.64,0
0.0,1.0,585.0,50,2,125845.66,1,1,0,9439.31,1
0.0,1.0,579.0,40,10,45408.85,2,1,0,18732.91,0
1.0,1.0,722.0,37,0,125977.81,1,0,0,160162.42,0
1.0,1.0,613.0,51,7,147262.11,1,1,1,53630.9,1
0.0,0.0,694.0,42,8,133767.19,1,1,0,36405.21,0
0.0,1.0,550.0,49,0,108806.96,3,1,0,61446.92,1
0.0,0.0,741.0,42,6,106036.52,1,1,0,194686.78,1
1.0,2.0,668.0,69,9,0.0,1,0,1,134483.07,0
1.0,0.0,529.0,27,1,0.0,2,1,1,37769.98,0
0.0,0.0,636.0,31,6,0.0,2,1,1,2382.61,0
0.0,2.0,563.0,61,1,82182.1,1,1,0,106826.92,1
1.0,0.0,767.0,35,9,0.0,2,1,0,39511.61,0
0.0,0.0,644.0,50,9,76817.0,4,1,0,196371.13,1
0.0,1.0,780.0,71,9,142550.25,2,1,1,122506.78,0
1.0,2.0,635.0,41,10,0.0,2,1,1,61994.2,0
0.0,1.0,641.0,35,2,103711.56,1,0,1,192464.21,1
1.0,2.0,593.0,40,2,0.0,1,1,1,5194.95,0
1.0,1.0,540.0,35,7,128369.75,2,1,0,198256.15,0
0.0,2.0,663.0,35,5,0.0,2,1,1,62634.94,0
0.0,0.0,630.0,34,9,0.0,2,1,1,114006.35,0
0.0,1.0,605.0,19,8,166133.28,1,1,1,107994.99,0
1.0,1.0,710.0,62,9,148214.36,1,1,0,48571.14,1
1.0,0.0,755.0,78,5,121206.96,1,1,1,76016.49,0
0.0,2.0,641.0,25,10,0.0,2,1,1,180808.39,0
0.0,1.0,737.0,50,4,127552.85,2,1,0,4225.11,0
0.0,0.0,695.0,49,9,159458.53,1,1,0,135841.35,0
1.0,1.0,466.0,47,5,102085.72,1,1,1,183536.24,1
0.0,1.0,558.0,58,2,142537.18,1,1,1,88791.83,0
0.0,2.0,665.0,29,1,182781.74,2,1,1,63732.9,0
0.0,0.0,737.0,45,10,0.0,2,1,0,1364.54,0
0.0,0.0,654.0,29,7,0.0,2,1,1,149184.15,0
1.0,0.0,619.0,28,3,0.0,2,1,0,53394.12,0
1.0,1.0,845.0,43,3,152063.59,2,1,0,97910.06,0
1.0,0.0,727.0,28,2,110997.76,1,1,0,101433.76,0
0.0,0.0,582.0,50,2,148942.0,1,1,1,116944.3,0
0.0,0.0,716.0,41,9,0.0,1,1,1,113267.48,0
1.0,2.0,660.0,36,0,84438.57,1,1,1,181449.51,0
1.0,0.0,664.0,34,7,93920.47,1,0,0,179913.98,0
0.0,0.0,801.0,43,4,158713.08,2,0,0,98586.14,0
0.0,2.0,615.0,42,4,0.0,3,0,1,120321.09,0
0.0,1.0,718.0,63,7,123204.88,1,1,1,100538.8,0
0.0,0.0,667.0,40,8,72945.29,2,1,0,98931.5,0
0.0,2.0,670.0,37,0,178742.71,1,1,1,194493.57,0
0.0,0.0,590.0,43,8,0.0,2,1,1,143628.31,0
1.0,2.0,739.0,40,8,0.0,1,1,0,167030.51,0
0.0,0.0,383.5,42,7,0.0,1,1,0,77786.37,1
1.0,0.0,418.0,46,9,0.0,1,1,1,81014.5,1
1.0,0.0,837.0,29,9,0.0,2,1,1,41866.26,0
0.0,1.0,645.0,43,9,140121.17,1,1,0,11302.7,1
0.0,1.0,552.0,39,2,132906.88,1,0,1,149384.43,0
0.0,1.0,580.0,45,2,179334.83,2,1,1,169303.65,0
0.0,0.0,684.0,35,3,137179.39,1,1,1,37264.11,0
0.0,2.0,634.0,35,3,0.0,2,1,1,19515.48,0
1.0,0.0,607.0,49,9,119960.29,2,1,0,103068.22,0
0.0,0.0,802.0,29,9,127414.55,1,1,1,134459.12,0
1.0,0.0,736.0,36,6,0.0,1,1,0,70496.66,0
1.0,0.0,629.0,40,9,137409.19,1,1,0,175877.7,1
0.0,0.0,737.0,28,8,0.0,2,1,0,106390.01,0
1.0,2.0,718.0,39,2,0.0,1,1,1,52138.49,0
0.0,0.0,561.0,43,4,0.0,4,0,0,18522.91,1
0.0,0.0,641.0,31,9,112494.99,1,1,1,32231.6,0
0.0,0.0,677.0,30,1,78133.15,1,0,1,174225.88,0
1.0,2.0,641.0,36,1,0.0,2,1,0,102021.39,0
1.0,2.0,658.0,32,5,145553.07,1,1,1,31484.76,0
0.0,1.0,659.0,48,4,123593.22,2,1,0,82469.06,1
1.0,0.0,567.0,47,2,0.0,1,0,0,110900.43,1
1.0,0.0,584.0,26,0,146286.22,1,1,0,105105.35,0
1.0,2.0,709.0,35,1,111827.27,2,1,0,12674.68,0
1.0,2.0,690.0,26,2,0.0,2,1,1,93255.85,0
0.0,0.0,627.0,70,1,94416.78,1,0,1,145299.5,0
0.0,2.0,765.0,45,2,91549.78,1,1,1,47139.44,0
1.0,0.0,645.0,38,7,59568.57,1,1,1,167723.25,0
1.0,0.0,716.0,23,2,94464.81,2,0,1,185900.88,0
1.0,0.0,771.0,57,4,0.0,1,0,0,85876.67,1
0.0,1.0,687.0,44,8,95368.14,2,1,1,1787.85,0
1.0,1.0,717.0,33,10,102185.42,2,1,0,23231.93,0
0.0,0.0,524.0,32,1,144875.71,1,0,0,187740.04,0
0.0,2.0,679.0,39,5,0.0,2,1,1,100060.54,0
1.0,0.0,538.0,32,2,0.0,1,1,1,80130.54,0
1.0,1.0,752.0,37,5,113291.05,2,1,1,132467.54,0
0.0,2.0,846.0,61,0,0.0,2,1,1,96202.44,0
1.0,2.0,532.0,39,0,0.0,2,1,0,94977.3,0
0.0,1.0,670.0,43,9,111677.88,1,1,0,178827.3,1
1.0,1.0,597.0,35,8,131101.04,1,1,1,192852.67,0
0.0,1.0,627.0,52,1,76101.81,2,0,1,177238.35,0
1.0,2.0,700.0,40,2,0.0,2,1,0,199753.97,0
1.0,0.0,766.0,52,7,92510.9,2,0,1,66193.61,0
1.0,0.0,488.0,34,2,0.0,2,1,1,181270.84,0
0.0,0.0,694.0,39,5,77652.4,1,1,1,25407.59,0
1.0,0.0,639.0,31,3,98360.03,1,0,0,20973.8,0
1.0,1.0,705.0,46,4,115518.07,1,0,0,76544.9,1
0.0,1.0,810.0,69,3,27288.43,1,1,1,110509.9,0
1.0,0.0,638.0,36,6,0.0,1,1,0,164247.51,0
1.0,2.0,595.0,43,5,0.0,2,0,0,105149.8,0
0.0,0.0,575.0,36,7,0.0,1,1,1,55868.97,1
0.0,0.0,850.0,31,6,131996.66,2,1,1,178747.43,0
1.0,2.0,419.0,27,2,121580.42,1,0,1,134720.51,0
0.0,0.0,640.0,55,10,132436.34,1,1,0,978.66,0
0.0,2.0,570.0,34,10,0.0,2,0,1,183387.12,0
1.0,1.0,640.0,46,5,107978.4,2,1,0,155876.06,0
1.0,1.0,689.0,40,4,78119.59,4,1,0,119259.34,1
0.0,0.0,725.0,26,6,98684.15,1,0,0,133720.57,0
1.0,0.0,751.0,44,10,0.0,2,1,0,170634.49,0
1.0,2.0,544.0,53,9,0.0,1,1,0,125692.07,1
1.0,1.0,768.0,43,2,129264.05,2,0,0,19150.14,0
0.0,1.0,648.0,37,6,131753.41,1,1,0,86894.67,0
1.0,2.0,577.0,33,6,0.0,2,1,0,57975.8,0
1.0,2.0,639.0,27,2,0.0,1,1,1,82938.99,0
0.0,1.0,686.0,26,1,57422.62,1,1,1,79189.4,0
1.0,0.0,657.0,28,7,0.0,2,0,1,5177.62,0
0.0,0.0,613.0,34,5,144094.2,1,1,0,44510.26,0
0.0,0.0,701.0,33,9,147510.34,1,1,0,190611.92,0
1.0,2.0,578.0,28,8,161592.76,1,1,0,177834.79,0
1.0,0.0,689.0,40,1,0.0,2,1,1,119446.64,0
1.0,2.0,687.0,72,4,0.0,2,1,1,50267.69,0
1.0,2.0,499.0,53,1,75225.53,2,0,0,144849.1,1
1.0,2.0,693.0,39,0,0.0,2,0,0,81901.6,0
1.0,0.0,737.0,70,9,87542.89,2,1,1,42576.86,0
1.0,0.0,651.0,32,8,144581.96,1,1,1,87609.5,0
0.0,0.0,753.0,33,5,122568.05,2,1,1,82820.85,0
1.0,2.0,523.0,24,5,172231.93,1,0,1,155144.12,0
1.0,1.0,458.0,28,2,171932.26,2,1,1,9578.24,0
0.0,0.0,643.0,39,7,0.0,2,1,1,170392.59,0
1.0,2.0,638.0,34,7,0.0,2,0,0,3946.29,0
0.0,1.0,685.0,38,4,111798.06,2,1,1,102184.66,0
0.0,0.0,684.0,38,4,0.0,3,1,0,75609.84,0
1.0,0.0,670.0,27,5,79336.61,1,1,1,26170.08,0
0.0,1.0,701.0,63,3,120916.52,3,0,0,144727.45,1
1.0,0.0,705.0,31,3,142905.51,1,1,1,58134.97,0
0.0,2.0,593.0,27,10,0.0,3,0,0,94620.0,1
1.0,0.0,651.0,33,1,96834.78,1,1,0,108764.69,0
0.0,0.0,741.0,37,9,105261.76,2,1,1,149503.54,0
0.0,1.0,596.0,54,1,123544.0,1,1,1,120314.75,1
0.0,1.0,581.0,41,2,127913.71,2,1,1,44205.95,0
1.0,2.0,689.0,28,5,95328.6,1,1,0,6129.61,1
0.0,0.0,544.0,30,4,73218.89,1,0,1,126796.69,0
1.0,0.0,718.0,41,1,0.0,2,0,1,27509.52,1
0.0,1.0,583.0,35,8,149995.72,2,1,0,42143.55,0
0.0,1.0,663.0,28,8,123674.28,2,1,1,87985.2,0
0.0,1.0,666.0,33,2,124125.26,1,1,0,81884.8,0
0.0,2.0,524.0,29,3,159035.45,1,1,0,2705.31,1
0.0,0.0,599.0,27,5,0.0,2,1,0,30546.4,0
0.0,0.0,667.0,27,7,156811.74,1,1,1,149402.59,0
0.0,0.0,727.0,52,4,0.0,2,1,1,118429.02,0
1.0,2.0,689.0,55,4,0.0,2,1,1,58442.25,0
0.0,0.0,639.0,39,6,150555.83,1,1,0,30414.17,0
0.0,0.0,678.0,28,2,109137.12,1,1,1,58814.41,0
0.0,0.0,523.0,36,8,158351.02,2,1,0,155304.53,0
1.0,0.0,650.0,47,9,0.0,1,1,0,187943.6,0
0.0,2.0,744.0,35,7,0.0,2,1,1,43036.6,0
0.0,0.0,697.0,40,4,0.0,2,0,1,26543.28,0
1.0,2.0,800.0,46,6,0.0,2,1,0,171928.04,0
0.0,0.0,664.0,24,7,0.0,1,0,1,35611.35,0
0.0,0.0,740.0,39,9,0.0,2,1,0,19047.23,0
1.0,0.0,835.0,56,2,0.0,2,1,1,39820.13,0
0.0,0.0,559.0,52,2,0.0,1,1,0,129013.59,1
0.0,2.0,676.0,36,1,82729.49,1,1,0,113810.12,0
1.0,1.0,613.0,45,9,142765.24,2,1,0,34749.65,0
1.0,0.0,713.0,25,4,121172.97,1,1,1,56268.98,0
1.0,1.0,751.0,28,10,132932.14,2,1,1,46630.47,0
0.0,0.0,523.0,22,8,123374.46,1,1,1,124906.59,0
1.0,1.0,775.0,74,0,161371.5,1,1,1,134869.93,0
0.0,2.0,608.0,45,4,0.0,2,0,0,36697.48,1
0.0,0.0,673.0,51,8,79563.36,2,1,1,172200.91,0
0.0,0.0,616.0,46,2,0.0,2,1,0,137136.46,0
1.0,1.0,650.0,48,7,138232.24,1,1,0,57594.78,0
1.0,0.0,655.0,41,5,0.0,1,0,0,36548.0,1
1.0,1.0,782.0,53,1,81571.05,1,1,0,182960.46,1
0.0,2.0,781.0,35,1,0.0,2,0,0,42117.9,0
1.0,0.0,593.0,33,0,95927.04,1,1,0,199478.05,0
0.0,2.0,505.0,35,8,116932.59,1,1,0,91092.84,0
0.0,0.0,707.0,40,1,0.0,2,1,0,14090.4,1
1.0,0.0,692.0,36,3,79551.12,1,0,1,178267.07,0
0.0,1.0,813.0,30,1,116416.94,1,0,1,85808.22,0
0.0,2.0,850.0,37,4,88141.1,1,1,0,109659.12,0
0.0,0.0,753.0,32,6,177729.13,1,1,1,161642.08,0
1.0,2.0,850.0,32,5,0.0,1,1,1,3830.59,0
0.0,2.0,671.0,32,6,123912.78,2,1,1,146636.44,0
1.0,0.0,791.0,33,3,0.0,1,1,1,144413.92,1
0.0,0.0,624.0,80,3,0.0,1,1,1,65801.44,0
1.0,0.0,649.0,35,4,108306.44,1,1,1,192486.24,0
1.0,1.0,732.0,48,4,102962.62,1,1,0,120852.85,1
1.0,0.0,664.0,36,0,103502.22,1,1,1,146191.82,0
0.0,1.0,789.0,43,8,119654.44,2,0,1,148412.24,1
0.0,0.0,680.0,33,10,183768.47,1,1,0,164119.35,0
0.0,0.0,701.0,37,1,0.0,2,1,0,163457.55,0
1.0,0.0,684.0,25,1,0.0,2,0,1,144978.47,0
1.0,0.0,586.0,52,6,140900.97,1,1,1,67288.89,0
1.0,1.0,522.0,25,5,94049.92,2,1,0,103269.0,0
1.0,2.0,739.0,27,8,98926.4,1,1,1,106969.98,0
0.0,1.0,835.0,18,2,142872.36,1,1,1,117632.63,0
0.0,2.0,790.0,29,3,46057.96,2,1,1,189777.66,0
1.0,0.0,671.0,48,6,119769.77,1,0,1,66032.65,0
1.0,0.0,560.0,44,5,143244.97,1,1,0,98661.27,0
0.0,0.0,651.0,28,10,79562.98,1,1,1,74687.37,0
0.0,0.0,682.0,69,6,0.0,2,0,1,149604.18,0
0.0,0.0,808.0,41,0,0.0,1,1,1,79888.78,0
0.0,2.0,644.0,26,8,96659.64,2,1,1,138775.69,0
0.0,0.0,688.0,29,1,0.0,2,1,0,154695.57,0
1.0,0.0,617.0,26,2,165947.99,2,0,1,168834.38,0
0.0,0.0,738.0,33,4,92676.3,1,1,0,105817.63,0
0.0,0.0,663.0,45,5,83195.12,1,1,1,48682.1,0
0.0,0.0,515.0,48,5,129387.94,1,0,1,147955.91,1
1.0,0.0,845.0,28,9,0.0,2,1,1,56185.98,0
0.0,2.0,639.0,38,9,130233.14,1,1,1,81861.1,0
1.0,0.0,557.0,32,3,123502.53,1,1,1,69826.8,0
0.0,1.0,543.0,37,8,140894.06,2,1,1,118059.19,0
0.0,1.0,585.0,44,7,163867.86,1,1,1,112333.22,0
1.0,0.0,610.0,27,2,0.0,2,1,0,14546.76,0
1.0,1.0,727.0,18,2,93816.7,2,1,0,126172.11,0
1.0,2.0,540.0,40,8,0.0,2,1,0,3560.0,0
0.0,0.0,418.0,35,7,0.0,2,1,1,88878.15,0
1.0,0.0,660.0,32,0,114668.89,1,1,0,84605.0,0
0.0,1.0,850.0,38,5,146756.68,1,1,0,78268.61,0
1.0,0.0,618.0,46,6,150213.71,1,1,0,120668.46,1
0.0,1.0,642.0,18,5,111183.53,2,0,1,10063.75,0
1.0,0.0,850.0,40,9,99816.46,1,1,1,163989.66,1
0.0,0.0,739.0,34,9,0.0,1,1,0,60584.33,0
1.0,0.0,508.0,41,5,0.0,2,1,1,94170.84,0
0.0,0.0,667.0,41,6,0.0,2,0,0,167181.77,0
1.0,0.0,741.0,60,5,0.0,1,1,1,38914.51,0
0.0,0.0,592.0,29,7,0.0,2,1,1,91196.67,0
1.0,1.0,651.0,45,6,86714.06,1,1,0,85869.89,1
0.0,2.0,773.0,52,2,0.0,2,1,0,57337.79,0
0.0,2.0,850.0,41,8,132838.07,1,1,1,175347.28,0
1.0,1.0,550.0,42,10,128707.31,1,1,0,63092.65,1
0.0,0.0,783.0,40,6,0.0,2,1,0,109742.55,0
0.0,0.0,777.0,29,2,0.0,2,1,0,124489.88,0
0.0,0.0,659.0,29,6,123192.12,1,1,1,56971.41,1
0.0,1.0,727.0,46,3,115248.11,4,1,0,130752.01,1
0.0,0.0,603.0,38,8,59360.77,1,1,1,191457.06,0
0.0,2.0,644.0,37,9,0.0,2,1,1,96442.86,0
1.0,0.0,647.0,35,6,112668.7,1,0,1,122584.29,0
1.0,1.0,648.0,37,7,138503.51,2,1,0,57215.85,0
0.0,2.0,721.0,57,1,0.0,1,1,1,195940.96,0
0.0,0.0,524.0,29,7,0.0,2,1,1,105448.74,0
1.0,0.0,626.0,34,3,0.0,2,1,1,37870.29,0
0.0,0.0,569.0,43,7,0.0,2,1,0,52534.81,0
0.0,2.0,578.0,36,1,157267.95,2,1,0,141533.19,0
1.0,0.0,769.0,40,9,133871.05,1,1,1,50568.02,0
0.0,1.0,694.0,31,4,141989.27,2,1,0,26116.82,0
1.0,0.0,664.0,41,5,0.0,1,1,1,152054.33,0
0.0,0.0,646.0,38,7,0.0,2,1,0,1528.4,0
1.0,0.0,779.0,29,3,46388.16,3,1,0,127939.26,1
1.0,1.0,782.0,72,5,148666.99,1,1,0,2605.65,1
0.0,1.0,769.0,34,7,115101.5,1,0,0,57841.89,1
0.0,1.0,655.0,67,6,148363.38,1,1,1,186995.17,0
0.0,2.0,623.0,46,4,0.0,1,1,0,5549.11,1
1.0,2.0,705.0,39,8,144102.32,1,1,1,11682.36,0
0.0,0.0,686.0,41,5,128876.71,3,1,1,106939.34,1
0.0,1.0,678.0,36,6,118448.15,2,1,0,53172.02,0
0.0,0.0,738.0,39,5,0.0,2,1,1,114388.98,0
0.0,0.0,703.0,28,9,0.0,2,0,1,2151.17,0
0.0,2.0,554.0,42,1,0.0,2,0,1,183492.9,0
1.0,0.0,582.0,38,9,135979.01,4,1,1,76582.95,1
0.0,0.0,644.0,37,6,117271.8,2,1,0,104217.96,1
0.0,0.0,724.0,29,4,0.0,1,1,0,8982.75,0
0.0,0.0,593.0,33,1,0.0,2,0,0,9984.4,0
1.0,2.0,710.0,30,10,0.0,2,1,0,19500.1,0
0.0,0.0,631.0,35,8,129205.49,1,1,1,79146.36,0
1.0,2.0,739.0,41,8,0.0,1,1,0,191694.77,1
0.0,2.0,644.0,18,7,0.0,1,0,1,59645.24,1
0.0,1.0,652.0,35,7,104015.54,2,1,1,55207.88,0
0.0,2.0,554.0,37,3,0.0,2,1,0,166177.3,0
1.0,0.0,483.0,30,9,0.0,2,0,0,136356.97,0
1.0,1.0,669.0,42,1,103873.39,1,1,0,148611.52,0
1.0,1.0,841.0,52,3,112383.03,1,1,0,85516.37,1
0.0,0.0,662.0,34,2,117731.79,2,0,1,55120.79,0
0.0,1.0,821.0,45,0,135827.33,2,1,1,131778.58,0
0.0,0.0,783.0,38,9,114135.17,1,1,0,153269.98,0
1.0,0.0,850.0,28,9,0.0,2,1,1,164864.67,0
0.0,0.0,559.0,62,6,118756.62,1,1,1,20367.68,0
0.0,2.0,602.0,34,8,98382.72,1,1,0,39542.0,0
0.0,1.0,563.0,41,2,100520.92,1,1,1,19412.8,1
1.0,2.0,695.0,35,7,79858.13,2,1,1,127977.66,0
1.0,0.0,546.0,20,6,0.0,1,0,1,20508.85,0
1.0,1.0,719.0,76,10,95052.29,1,1,0,176244.87,0
0.0,1.0,539.0,42,1,177728.55,1,1,0,105013.63,0
0.0,0.0,632.0,71,3,83116.68,1,1,1,27597.76,0
0.0,1.0,772.0,34,7,111565.91,1,1,1,121073.23,0
0.0,2.0,708.0,40,8,83015.71,1,1,0,101089.76,0
1.0,1.0,668.0,28,1,124511.01,1,0,0,114258.18,0
1.0,0.0,738.0,67,1,130652.52,1,0,1,22762.23,0
0.0,0.0,785.0,55,5,0.0,2,1,1,7008.65,0
0.0,0.0,597.0,61,5,0.0,2,1,1,81299.17,0
0.0,0.0,531.0,37,7,121854.45,1,1,0,147521.35,0
0.0,0.0,509.0,26,10,0.0,2,1,1,6177.83,0
0.0,0.0,508.0,35,1,86893.28,1,0,0,59374.82,0
1.0,1.0,749.0,32,7,79523.13,1,0,1,157648.12,0
1.0,1.0,621.0,55,7,131033.76,1,0,1,75685.59,1
1.0,0.0,659.0,33,7,89939.62,1,1,0,136540.09,0
1.0,1.0,634.0,59,3,95727.05,1,0,0,97939.4,1
0.0,0.0,675.0,39,7,0.0,2,0,1,36267.21,0
0.0,0.0,770.0,31,3,155047.56,2,1,1,186064.34,0
1.0,0.0,736.0,29,9,0.0,2,0,0,176152.7,0
0.0,0.0,524.0,44,10,118569.03,2,0,0,82117.2,0
0.0,0.0,674.0,28,5,0.0,1,1,1,151925.25,0
0.0,2.0,700.0,44,9,0.0,2,1,0,142287.65,0
1.0,0.0,741.0,35,1,0.0,2,1,0,36557.55,0
0.0,0.0,455.0,40,1,0.0,3,0,1,129975.34,0
0.0,2.0,608.0,37,2,130461.02,1,1,0,21967.15,0
0.0,0.0,776.0,36,1,0.0,2,1,0,53477.76,0
0.0,0.0,635.0,33,1,0.0,3,0,0,178067.33,1
1.0,0.0,746.0,37,4,0.0,2,0,1,171039.56,0
1.0,2.0,692.0,47,3,0.0,2,1,0,150802.41,1
0.0,2.0,683.0,35,9,61172.04,1,0,0,82951.12,0
1.0,1.0,591.0,35,2,90194.34,2,1,0,57064.57,0
1.0,0.0,581.0,24,3,95508.2,1,1,1,45755.0,0
0.0,1.0,684.0,35,3,99967.76,1,1,1,176882.08,0
0.0,2.0,561.0,37,4,101470.29,1,0,1,88838.14,0
1.0,1.0,718.0,33,4,70541.06,1,0,0,88592.8,0
0.0,0.0,590.0,31,8,112211.61,1,1,0,26261.42,0
1.0,0.0,573.0,47,8,154543.98,1,1,0,29586.73,0
1.0,0.0,383.5,40,0,111098.85,1,1,1,172321.21,1
1.0,1.0,504.0,44,0,131873.07,2,1,1,158036.72,1
0.0,2.0,813.0,27,1,137275.36,1,0,1,115733.16,0
0.0,2.0,641.0,31,3,153316.14,1,1,0,59927.99,0
1.0,0.0,662.0,22,9,0.0,2,1,1,44377.65,0
0.0,2.0,497.0,44,2,121250.04,1,0,1,79691.4,0
0.0,0.0,716.0,31,8,109578.04,2,1,1,51503.51,0
1.0,0.0,526.0,37,5,53573.18,1,1,0,62830.97,0
1.0,1.0,760.0,34,6,58003.41,1,1,0,90346.1,0
1.0,0.0,669.0,31,6,113000.66,1,1,0,40467.82,0
0.0,0.0,655.0,27,10,0.0,2,1,0,51620.94,0
1.0,0.0,547.0,49,2,0.0,1,0,0,65466.93,1
1.0,1.0,648.0,40,5,139973.65,1,1,1,667.66,1
1.0,0.0,790.0,31,2,151290.16,1,1,1,172437.12,0
1.0,1.0,744.0,50,1,121498.11,2,0,1,106061.47,1
1.0,2.0,761.0,32,4,103515.39,2,1,1,177622.38,0
1.0,0.0,750.0,35,3,0.0,1,1,0,191520.5,0
0.0,0.0,680.0,34,9,0.0,2,1,1,95686.6,0
0.0,2.0,704.0,38,6,106687.76,1,1,0,173776.5,0
1.0,0.0,521.0,41,2,0.0,2,1,1,113089.43,0
1.0,0.0,452.0,35,8,0.0,2,1,1,149614.81,0
1.0,0.0,695.0,31,5,106089.2,1,0,0,99537.68,0
0.0,2.0,850.0,71,10,69608.14,1,1,0,97893.4,1
0.0,0.0,625.0,31,5,0.0,2,0,1,90.07,0
1.0,1.0,608.0,40,7,96202.32,1,0,0,161154.85,0
1.0,0.0,715.0,38,0,0.0,2,1,1,332.81,0
0.0,2.0,834.0,33,5,0.0,2,1,0,66285.18,0
0.0,0.0,469.0,33,1,127818.52,1,1,0,163477.22,0
1.0,0.0,480.0,40,7,0.0,1,1,0,170332.67,1
0.0,1.0,527.0,58,3,137318.42,1,1,1,126144.96,0
0.0,2.0,834.0,34,5,0.0,2,0,0,53437.1,0
1.0,0.0,583.0,40,4,55776.39,2,1,0,26920.43,0
0.0,1.0,696.0,32,4,84421.62,1,0,1,52314.71,0
0.0,0.0,606.0,32,5,83161.65,1,1,1,116885.59,0
1.0,0.0,713.0,39,10,0.0,2,1,1,126263.97,0
0.0,1.0,821.0,42,3,87807.29,2,1,1,64613.81,0
1.0,0.0,550.0,30,4,0.0,2,1,0,89216.29,0
1.0,0.0,675.0,39,6,0.0,2,0,0,83419.15,0
0.0,2.0,748.0,39,3,0.0,2,1,1,123998.52,0
0.0,1.0,606.0,40,9,95293.86,2,0,1,96985.58,0
0.0,1.0,726.0,30,7,92847.59,1,1,0,146154.06,0
0.0,0.0,547.0,30,6,0.0,2,1,1,18471.86,0
0.0,2.0,758.0,35,5,0.0,2,1,0,95009.6,0
0.0,0.0,596.0,37,2,0.0,1,0,1,121175.86,0
0.0,2.0,720.0,34,3,0.0,2,1,1,77047.78,0
0.0,0.0,674.0,37,3,0.0,1,1,0,158049.9,0
1.0,0.0,756.0,32,4,0.0,2,1,0,147040.25,0
0.0,1.0,649.0,78,4,68345.86,2,1,1,142566.75,0
0.0,1.0,613.0,28,7,76656.4,2,1,1,185483.24,0
0.0,0.0,643.0,62,9,0.0,2,0,0,155870.82,0
0.0,0.0,600.0,31,8,0.0,2,1,1,121555.51,0
0.0,2.0,735.0,39,1,60374.98,1,1,0,40223.74,0
1.0,0.0,585.0,34,1,0.0,1,1,1,75503.6,0
0.0,1.0,724.0,33,4,88046.88,1,0,1,186942.49,1
0.0,2.0,635.0,29,2,0.0,2,0,0,117173.8,0
0.0,0.0,472.0,19,9,0.0,2,1,0,3453.4,0
0.0,0.0,590.0,36,1,0.0,2,1,0,48876.84,0
1.0,2.0,651.0,63,8,129968.67,1,1,1,11830.53,0
1.0,1.0,686.0,39,4,157731.6,2,1,0,162820.6,0
0.0,0.0,606.0,32,6,0.0,2,0,1,36540.63,0
0.0,0.0,781.0,33,3,89276.48,1,1,0,6959.0,0
0.0,0.0,593.0,45,4,138825.19,1,0,0,10828.78,0
0.0,0.0,793.0,63,4,103729.79,2,1,1,80272.06,0
1.0,0.0,791.0,31,10,75499.24,1,1,0,22184.14,0
0.0,0.0,850.0,68,5,169445.4,1,1,1,186335.07,0
1.0,0.0,698.0,57,9,111359.55,2,1,0,105715.01,0
1.0,0.0,846.0,34,10,142388.61,2,0,1,68393.64,1
0.0,0.0,765.0,42,4,123311.39,2,1,1,82868.34,0
0.0,2.0,574.0,52,7,115532.52,1,1,0,196257.67,0
1.0,1.0,617.0,51,10,167273.71,1,0,0,93439.75,1
0.0,0.0,581.0,25,5,77886.53,2,1,0,150319.49,0
